timestamp,latitude,longitude,chlorophyll_a,site_id,site_name,bloom_probability,risk_level,bloom_label,data_source,sst,turbidity,salinity
2025-04-01,51.020832,-10.437495,1.8459885,S999,Open Water,0.05,low,0,copernicus_satellite,16.331069602266613,2.6754311659166254,33.72811413102852
2025-04-01,51.020832,-10.395828,1.9343884,S999,Open Water,0.05,low,0,copernicus_satellite,15.218408226812212,1.503590440308359,33.551464520291496
2025-04-01,51.020832,-10.354161,2.2022185,S999,Open Water,0.05,low,0,copernicus_satellite,13.323887371803732,3.107429023097114,34.242891751624974
2025-04-01,51.020832,-10.312495,2.4034107,S999,Open Water,0.05,low,0,copernicus_satellite,14.678595713097133,2.998428080219977,33.481487008491484
2025-04-01,51.020832,-10.270828,2.709738,S999,Open Water,0.05,low,0,copernicus_satellite,17.14322943283346,1.9824142818620727,34.21955129304192
2025-04-01,51.020832,-10.229161,2.472105,S999,Open Water,0.05,low,0,copernicus_satellite,13.613636814243272,1.7267165149575194,34.84098007871437
2025-04-01,51.020832,-10.187495,2.5066218,S999,Open Water,0.05,low,0,copernicus_satellite,13.999853430617573,3.751429377946785,34.67936966715295
2025-04-01,51.020832,-10.145828,2.1382663,S999,Open Water,0.05,low,0,copernicus_satellite,14.696142980552267,1.7631028585567625,34.30960598536777
2025-04-01,51.020832,-10.104161,2.200754,S999,Open Water,0.05,low,0,copernicus_satellite,15.302131201091417,3.0225231282295177,33.58350048252933
2025-04-01,51.020832,-10.062495,2.4227717,S999,Open Water,0.05,low,0,copernicus_satellite,12.612553312595004,2.2586656780311563,33.91369220087506
2025-04-01,51.020832,-10.020828,2.522123,S999,Open Water,0.05,low,0,copernicus_satellite,11.938558267426224,1.990026740579366,36.013771078836115
2025-04-01,51.020832,-9.979161,2.6723511,S999,Open Water,0.05,low,0,copernicus_satellite,12.364142635160775,3.594742022619562,31.8622200827201
2025-04-01,51.020832,-9.937495,2.158103,S999,Open Water,0.05,low,0,copernicus_satellite,14.733258749712883,3.8431343953567167,34.225668889659104
2025-04-01,51.020832,-9.895828,1.9061207,S999,Open Water,0.05,low,0,copernicus_satellite,11.250604511453524,2.1604366558474193,34.11633153681881
2025-04-01,51.020832,-9.854161,1.8507293,S999,Open Water,0.05,low,0,copernicus_satellite,13.774577269134381,2.271863084951038,32.865468538477494
2025-04-01,51.020832,-9.812495,1.8035855,S999,Open Water,0.05,low,0,copernicus_satellite,13.73363041929707,2.41580082744812,33.09489844406761
2025-04-01,51.020832,-9.770828,1.6786947,S999,Open Water,0.05,low,0,copernicus_satellite,12.002767296191815,3.243818719417562,33.75426585074264
2025-04-01,51.020832,-9.729161,1.5771695,S999,Open Water,0.05,low,0,copernicus_satellite,15.277718462697417,4.244532453496526,31.44204137134606
2025-04-01,51.020832,-9.687495,1.4614648,S999,Open Water,0.05,low,0,copernicus_satellite,11.99818772558134,2.6978614358484543,32.73097696943943
2025-04-01,51.020832,-9.645828,1.5155153,S999,Open Water,0.05,low,0,copernicus_satellite,12.655253219798317,2.622872804445143,33.50187458611215
2025-04-01,51.020832,-9.604161,1.6509488,S999,Open Water,0.05,low,0,copernicus_satellite,12.463695201833598,1.183235166376999,35.08661321042825
2025-04-01,51.020832,-9.562495,1.7267315,S999,Open Water,0.05,low,0,copernicus_satellite,13.07067453392939,4.321780658951633,34.39459775622349
2025-04-01,51.020832,-9.520828,1.7407144,S999,Open Water,0.05,low,0,copernicus_satellite,13.475354316486362,3.480735444618345,34.2306586083418
2025-04-01,51.020832,-9.479161,1.9145181,S999,Open Water,0.05,low,0,copernicus_satellite,16.970926670278093,3.9900658640095323,32.567766449846886
2025-04-01,51.020832,-9.437495,2.2695158,S999,Open Water,0.05,low,0,copernicus_satellite,18.786394573579628,0.9322475959073873,35.33651613119825
2025-04-01,51.020832,-9.395828,2.6489103,S999,Open Water,0.05,low,0,copernicus_satellite,10.490979787084667,2.767380163257415,34.59198637897347
2025-04-01,51.020832,-9.354161,2.5435674,S999,Open Water,0.05,low,0,copernicus_satellite,16.482912778334693,2.25320961831342,34.655203977662715
2025-04-01,51.020832,-9.312495,2.5886738,S999,Open Water,0.05,low,0,copernicus_satellite,13.552512058943936,3.4656564632888327,33.32015959283041
2025-04-01,51.020832,-9.270828,2.4228387,S999,Open Water,0.05,low,0,copernicus_satellite,9.296192876809483,4.154847157605773,32.321497955033244
2025-04-01,51.020832,-9.229161,2.2412891,S999,Open Water,0.05,low,0,copernicus_satellite,14.631815136473953,2.18157733089693,33.63759644486073
2025-04-01,51.020832,-9.187495,2.1887248,S999,Open Water,0.05,low,0,copernicus_satellite,14.0694248567191,4.227068213576205,32.71865044104175
2025-04-01,51.020832,-9.145828,1.9924117,S999,Open Water,0.05,low,0,copernicus_satellite,13.416617743173129,3.6792797439263527,33.36308264797672
2025-04-01,51.020832,-9.104161,2.0270755,S999,Open Water,0.05,low,0,copernicus_satellite,14.560061828571268,2.5421123581945477,33.03272751806879
2025-04-01,51.020832,-9.062495,1.9635606,S999,Open Water,0.05,low,0,copernicus_satellite,14.651801039621501,0.926290023099765,33.195467779677685
2025-04-01,51.020832,-9.020828,1.9069409,S999,Open Water,0.05,low,0,copernicus_satellite,15.182847966396118,3.31628146247548,33.26290740171661
2025-04-01,51.020832,-8.979161,1.6174284,S999,Open Water,0.05,low,0,copernicus_satellite,12.457649405724215,2.234340747967667,35.191677943306935
2025-04-01,51.020832,-8.937495,1.296644,S999,Open Water,0.05,low,0,copernicus_satellite,10.555244532302261,3.0247803744339294,32.162464393911776
2025-04-01,51.020832,-8.895828,1.1964886,S999,Open Water,0.05,low,0,copernicus_satellite,16.644978269851208,0.7746172892107648,34.3522042588361
2025-04-01,51.020832,-8.854161,1.1586992,S999,Open Water,0.05,low,0,copernicus_satellite,15.4074225184114,4.321132029082226,35.08163140419741
2025-04-01,51.020832,-8.812495,1.2835292,S999,Open Water,0.05,low,0,copernicus_satellite,13.944467913807792,3.788189242822686,34.27488237438186
2025-04-01,51.020832,-8.770828,1.2360945,S999,Open Water,0.05,low,0,copernicus_satellite,11.15663099448122,3.8079162087840523,35.301866263035706
2025-04-01,51.020832,-8.729161,1.1821333,S999,Open Water,0.05,low,0,copernicus_satellite,10.653277363562804,1.9288780847344331,33.92137251205904
2025-04-01,51.020832,-8.687495,1.0216002,S999,Open Water,0.05,low,0,copernicus_satellite,14.984113735864003,0.16831213130401235,33.21298857174928
2025-04-01,51.020832,-8.645828,1.0592228,S999,Open Water,0.05,low,0,copernicus_satellite,16.4211180992202,1.662849439998326,32.657355536235706
2025-04-01,51.020832,-8.604161,1.1455278,S999,Open Water,0.05,low,0,copernicus_satellite,12.515404707313571,1.1150239873124712,33.40972617848299
2025-04-01,51.020832,-8.562495,1.0631808,S999,Open Water,0.05,low,0,copernicus_satellite,11.281573673720386,3.918517656293764,34.78690018639751
2025-04-01,51.020832,-8.520828,1.0364965,S999,Open Water,0.05,low,0,copernicus_satellite,10.712756394613013,3.982533077536697,33.76047596983253
2025-04-01,51.020832,-8.479161,0.9982837,S999,Open Water,0.05,low,0,copernicus_satellite,12.702339368277537,3.1616992482283552,34.448527447533074
2025-04-01,51.020832,-8.437495,1.0101981,S999,Open Water,0.05,low,0,copernicus_satellite,14.678753171676515,4.565126090359673,34.848658507067526
2025-04-01,51.020832,-8.395828,1.013087,S999,Open Water,0.05,low,0,copernicus_satellite,11.439374352141803,1.4120018033745179,32.4427149345668
2025-04-01,51.020832,-8.354161,1.0647677,S999,Open Water,0.05,low,0,copernicus_satellite,15.817684080558141,3.357554208741035,32.58872810684384
2025-04-01,51.020832,-8.312495,1.1750124,S999,Open Water,0.05,low,0,copernicus_satellite,15.089737430594901,3.3426656791041776,35.02902056123447
2025-04-01,51.020832,-8.270828,1.2576916,S999,Open Water,0.05,low,0,copernicus_satellite,17.08796786023662,3.295603771233382,34.795276716962086
2025-04-01,51.020832,-8.229161,1.3515534,S999,Open Water,0.05,low,0,copernicus_satellite,13.497451724024707,3.4140407556548924,34.892666579677645
2025-04-01,51.020832,-8.187495,1.3436021,S999,Open Water,0.05,low,0,copernicus_satellite,17.153347186937438,1.2877779417418147,35.50196283869927
2025-04-01,51.020832,-8.145828,1.3247738,S999,Open Water,0.05,low,0,copernicus_satellite,14.376089824046604,2.491854912867847,34.89874799071658
2025-04-01,51.020832,-8.104161,1.4847895,S999,Open Water,0.05,low,0,copernicus_satellite,12.85416156121604,3.8186534956528733,32.99809369946452
2025-04-01,51.020832,-8.062495,1.568709,S999,Open Water,0.05,low,0,copernicus_satellite,14.28981128160091,2.5452495980712877,35.08987796269315
2025-04-01,51.020832,-8.020828,1.4439216,S999,Open Water,0.05,low,0,copernicus_satellite,16.965726477533103,4.88582476443783,33.40124075592383
2025-04-01,51.020832,-7.9791617,1.5851117,S999,Open Water,0.05,low,0,copernicus_satellite,12.176096678911366,1.294927430397778,34.57704857176231
2025-04-01,51.020832,-7.9374948,1.7207527,S999,Open Water,0.05,low,0,copernicus_satellite,15.276439302399037,1.5790208393211755,32.457432420355794
2025-04-01,51.020832,-7.8958282,1.7591252,S999,Open Water,0.05,low,0,copernicus_satellite,9.372172939144328,1.853554401235905,34.301432027402576
2025-04-01,51.020832,-7.8541617,1.6419444,S999,Open Water,0.05,low,0,copernicus_satellite,13.447913788176422,0.85676078462985,33.47201690321797
2025-04-01,51.020832,-7.8124948,1.4567868,S999,Open Water,0.05,low,0,copernicus_satellite,14.706039748179663,3.9791002021163755,33.79021935126765
2025-04-01,51.020832,-7.7708282,1.429654,S999,Open Water,0.05,low,0,copernicus_satellite,14.761368891620283,4.095645913273113,34.69237305285585
2025-04-01,51.020832,-7.7291617,1.4784788,S999,Open Water,0.05,low,0,copernicus_satellite,16.060274208176523,0.9252184618042745,33.01315693579815
2025-04-01,51.020832,-7.6874948,1.6063966,S999,Open Water,0.05,low,0,copernicus_satellite,14.098684555242574,1.0870848193373648,34.56866734753564
2025-04-01,51.020832,-7.6458282,1.6372168,S999,Open Water,0.05,low,0,copernicus_satellite,16.297215531854125,2.834170721987,33.34928686569323
2025-04-01,51.020832,-7.6041617,1.6986461,S999,Open Water,0.05,low,0,copernicus_satellite,16.872831544952824,3.3090188028732177,34.42754547733422
2025-04-01,51.020832,-7.5624948,2.1597927,S999,Open Water,0.05,low,0,copernicus_satellite,15.345725688972646,2.8164064569561815,35.122471366879104
2025-04-01,51.020832,-7.5208282,2.2176297,S999,Open Water,0.05,low,0,copernicus_satellite,16.013714675638884,4.522775755556404,34.82126484307504
2025-04-01,51.020832,-7.4791617,2.5813968,S999,Open Water,0.05,low,0,copernicus_satellite,19.487587227753256,2.812547897010889,34.449577121611405
2025-04-01,51.020832,-7.4374948,2.6490831,S999,Open Water,0.05,low,0,copernicus_satellite,14.070834862759078,2.070888215659209,34.30578993089419
2025-04-01,51.020832,-7.3958282,2.8394845,S999,Open Water,0.05,low,0,copernicus_satellite,17.919964656496948,4.436604118656299,33.32941696455755
2025-04-01,51.020832,-7.3541617,2.9012861,S999,Open Water,0.05,low,0,copernicus_satellite,18.22129085069587,2.6938187381128285,32.12563413847073
2025-04-01,51.020832,-7.3124948,3.0756822,S999,Open Water,0.05,low,0,copernicus_satellite,11.897150030845445,1.8274227357356982,34.58084974747106
2025-04-01,51.020832,-7.2708282,2.8739893,S999,Open Water,0.05,low,0,copernicus_satellite,12.598353573250474,2.118279960872028,36.19838051044918
2025-04-01,51.020832,-7.2291617,2.6766903,S999,Open Water,0.05,low,0,copernicus_satellite,14.73513173929352,3.0121817367363946,34.94109648946595
2025-04-01,51.020832,-7.1874948,2.874895,S999,Open Water,0.05,low,0,copernicus_satellite,15.58438045591063,5.248752581732376,34.893715037881854
2025-04-01,51.020832,-7.1458282,3.071409,S999,Open Water,0.05,low,0,copernicus_satellite,12.619840496109749,2.6674073676723804,34.059318256909954
2025-04-01,51.020832,-7.1041617,3.0812395,S999,Open Water,0.05,low,0,copernicus_satellite,14.333236754939092,1.8743352102329958,33.76910604530965
2025-04-01,51.020832,-7.0624948,3.0153973,S999,Open Water,0.05,low,0,copernicus_satellite,10.219670924141253,1.8050268395070252,33.20122721012026
2025-04-01,51.020832,-7.0208282,2.9008508,S999,Open Water,0.05,low,0,copernicus_satellite,17.084686583188063,4.471083199841899,33.28849542407015
2025-04-01,51.020832,-6.9791617,2.8419425,S999,Open Water,0.05,low,0,copernicus_satellite,16.38014333534363,3.956676837186563,34.500700496473726
2025-04-01,51.020832,-6.9374948,2.8125079,S999,Open Water,0.05,low,0,copernicus_satellite,15.570027639501182,2.546134717191339,35.037595223029186
2025-04-01,51.020832,-6.8958282,2.4833765,S999,Open Water,0.05,low,0,copernicus_satellite,16.58902900513508,2.823869496144953,31.454162539479103
2025-04-01,51.020832,-6.8541617,2.3679683,S999,Open Water,0.05,low,0,copernicus_satellite,14.627457668877433,4.039596923945439,36.32321319682137
2025-04-01,51.020832,-6.8124948,2.2584414,S999,Open Water,0.05,low,0,copernicus_satellite,13.66212231137475,2.428265220884784,34.61370084026267
2025-04-01,51.020832,-6.7708282,2.4217565,S999,Open Water,0.05,low,0,copernicus_satellite,14.612499829128094,5.308920316525914,34.83561699630591
2025-04-01,51.020832,-6.7291617,2.704706,S999,Open Water,0.05,low,0,copernicus_satellite,13.765474106233457,2.8561184457275823,33.43475662497441
2025-04-01,51.020832,-6.6874948,2.8011882,S999,Open Water,0.05,low,0,copernicus_satellite,13.886077335183337,2.803620942186545,33.2847805992662
2025-04-01,51.020832,-6.6458282,2.7269382,S999,Open Water,0.05,low,0,copernicus_satellite,11.220364389984315,1.5201148739328583,34.95853257780998
2025-04-01,51.020832,-6.6041613,2.597507,S999,Open Water,0.05,low,0,copernicus_satellite,17.723355167154214,4.714846294972615,33.64334295536574
2025-04-01,51.020832,-6.5624948,2.3511276,S999,Open Water,0.05,low,0,copernicus_satellite,13.133036860376054,2.9848294144203273,33.69514470357533
2025-04-01,51.020832,-6.5208282,2.1397114,S999,Open Water,0.05,low,0,copernicus_satellite,14.988355836583136,4.185413508651169,35.26520058471371
2025-04-01,51.020832,-6.4791613,2.0272121,S999,Open Water,0.05,low,0,copernicus_satellite,14.074839316783482,2.4971298540836773,33.351904590589506
2025-04-01,51.020832,-6.4374948,1.8478769,S999,Open Water,0.05,low,0,copernicus_satellite,15.381209372838008,4.593896325748595,34.52171096515724
2025-04-01,51.020832,-6.3958282,1.7770551,S999,Open Water,0.05,low,0,copernicus_satellite,15.207212841141326,3.1931575568085235,33.7737617234641
2025-04-01,51.020832,-6.3541613,1.6724763,S999,Open Water,0.05,low,0,copernicus_satellite,14.13316395078835,3.243623460128308,32.96172131960823
2025-04-01,51.020832,-6.3124948,1.747458,S999,Open Water,0.05,low,0,copernicus_satellite,13.555119498000764,4.237903574084628,34.299931360604795
2025-04-01,51.020832,-6.2708282,1.8405753,S999,Open Water,0.05,low,0,copernicus_satellite,14.275732221460645,1.5748655535842582,34.78025381863815
2025-04-01,51.020832,-6.2291613,2.0704904,S999,Open Water,0.05,low,0,copernicus_satellite,14.838097794434955,3.0685436297014013,33.423479895173415
2025-04-01,51.020832,-6.1874948,2.1259565,S999,Open Water,0.05,low,0,copernicus_satellite,13.759398298860528,3.7593249947100653,35.06977769832735
2025-04-01,51.020832,-6.1458282,1.9582181,S999,Open Water,0.05,low,0,copernicus_satellite,14.698641909579097,3.2633953547613435,34.184451162305564
2025-04-01,51.020832,-6.1041613,1.7799064,S999,Open Water,0.05,low,0,copernicus_satellite,16.70024702720426,2.230904114340032,35.71077125446689
2025-04-01,51.020832,-6.0624948,2.119398,S999,Open Water,0.05,low,0,copernicus_satellite,11.381185207482131,1.5272750914848323,33.969668109406726
2025-04-01,51.020832,-6.0208282,2.20116,S999,Open Water,0.05,low,0,copernicus_satellite,12.448079460236563,3.295419489332605,35.45705665041475
2025-04-01,51.020832,-5.9791613,2.2914512,S999,Open Water,0.05,low,0,copernicus_satellite,12.14707521419698,4.289886690411419,32.44303719752745
2025-04-01,51.020832,-5.9374948,2.2906337,S999,Open Water,0.05,low,0,copernicus_satellite,13.831829160751429,2.242807869376479,33.020407340391685
2025-04-01,51.020832,-5.8958282,2.2674809,S999,Open Water,0.05,low,0,copernicus_satellite,15.656345083137573,4.198357559912756,33.29575630299863
2025-04-01,51.020832,-5.8541613,2.3709896,S999,Open Water,0.05,low,0,copernicus_satellite,15.919460946256098,3.359681714693766,33.75777147335159
2025-04-01,51.020832,-5.8124948,2.3716416,S999,Open Water,0.05,low,0,copernicus_satellite,11.994578844245442,2.419609770938573,34.039319862224694
2025-04-01,51.020832,-5.7708282,1.8579134,S999,Open Water,0.05,low,0,copernicus_satellite,15.539632903656013,2.1685175378931993,33.10929315922099
2025-04-01,51.020832,-5.7291613,1.8895857,S999,Open Water,0.05,low,0,copernicus_satellite,12.946990282681304,3.148688112375195,34.74347633069485
2025-04-01,51.020832,-5.6874948,1.9011433,S999,Open Water,0.05,low,0,copernicus_satellite,17.31835970028006,3.447850525644401,33.996769409461926
2025-04-01,51.020832,-5.6458282,1.8366941,S999,Open Water,0.05,low,0,copernicus_satellite,12.850549530835169,2.6349262870860732,33.01111712511864
2025-04-01,51.020832,-5.6041613,1.9892186,S999,Open Water,0.05,low,0,copernicus_satellite,16.33250752778123,2.596531898400345,33.95667900198417
2025-04-01,51.020832,-5.5624948,2.0978777,S999,Open Water,0.05,low,0,copernicus_satellite,14.250386228635705,4.6511083621079745,35.86135300746105
2025-04-01,51.020832,-5.5208282,2.0633323,S999,Open Water,0.05,low,0,copernicus_satellite,15.12371407534421,2.3707436805969806,35.14897795803478
2025-04-01,51.0625,-10.979161,1.3540008,S999,Open Water,0.05,low,0,copernicus_satellite,14.588305841920658,3.730614941501454,35.347933584708294
2025-04-01,51.0625,-10.937495,1.3819711,S999,Open Water,0.05,low,0,copernicus_satellite,16.689497419594442,5.786360427955877,34.13077996742985
2025-04-01,51.0625,-10.895828,1.4602996,S999,Open Water,0.05,low,0,copernicus_satellite,12.778436865740979,2.8849495130819727,31.953191498978875
2025-04-01,51.0625,-10.854161,1.5283055,S999,Open Water,0.05,low,0,copernicus_satellite,12.179947045930197,4.27552108388476,33.9648411610777
2025-04-01,51.0625,-10.812495,1.5588528,S999,Open Water,0.05,low,0,copernicus_satellite,13.839311753822388,2.624998393292719,34.974476351804476
2025-04-01,51.0625,-10.770828,1.6751703,S999,Open Water,0.05,low,0,copernicus_satellite,13.29310605393642,3.397694172776684,33.413308039634245
2025-04-01,51.0625,-10.729161,1.8702102,S999,Open Water,0.05,low,0,copernicus_satellite,12.562966570425655,3.695401603041634,34.32366534277726
2025-04-01,51.0625,-10.687495,2.019802,S999,Open Water,0.05,low,0,copernicus_satellite,12.756085692484872,2.946188692821081,33.83050858158278
2025-04-01,51.0625,-10.645828,2.3241649,S999,Open Water,0.05,low,0,copernicus_satellite,12.485434916475908,1.675515114492683,34.829263242672106
2025-04-01,51.0625,-10.604161,2.1462963,S999,Open Water,0.05,low,0,copernicus_satellite,15.52521974903667,2.028627503249296,33.60672255992118
2025-04-01,51.0625,-10.562495,2.103899,S999,Open Water,0.05,low,0,copernicus_satellite,7.279842650613659,2.1743840662191887,35.366460955919294
2025-04-01,51.0625,-10.520828,1.673676,S999,Open Water,0.05,low,0,copernicus_satellite,10.740925848827358,3.5823407396203395,34.956530758154436
2025-04-01,51.0625,-10.479161,2.0422528,S999,Open Water,0.05,low,0,copernicus_satellite,12.928366623585982,2.06997624588613,33.74339968030325
2025-04-01,51.0625,-10.437495,2.0437453,S999,Open Water,0.05,low,0,copernicus_satellite,11.209859220765026,1.9012078368296885,35.32292725917056
2025-04-01,51.0625,-10.395828,2.019988,S999,Open Water,0.05,low,0,copernicus_satellite,16.908450995659532,3.3153419361244003,34.85371570873777
2025-04-01,51.0625,-10.354161,2.1658347,S999,Open Water,0.05,low,0,copernicus_satellite,13.761983461016893,1.760483306326077,32.22071319297364
2025-04-01,51.0625,-10.312495,2.6624594,S999,Open Water,0.05,low,0,copernicus_satellite,12.715912239507444,1.755270998843219,34.29832112419504
2025-04-01,51.0625,-10.270828,2.7889473,S999,Open Water,0.05,low,0,copernicus_satellite,17.84648319236922,2.149734142183352,34.0583878324121
2025-04-01,51.0625,-10.229161,2.8218176,S999,Open Water,0.05,low,0,copernicus_satellite,14.078993419481373,3.985858773979651,32.37488115974304
2025-04-01,51.0625,-10.187495,2.3173404,S999,Open Water,0.05,low,0,copernicus_satellite,12.010670550691206,3.988659219081696,33.15261306398529
2025-04-01,51.0625,-10.145828,2.20592,S999,Open Water,0.05,low,0,copernicus_satellite,17.42474834220345,3.3798025798433278,32.70290210118469
2025-04-01,51.0625,-10.104161,2.0960107,S999,Open Water,0.05,low,0,copernicus_satellite,15.697902976773719,4.024256317458061,32.87544522519607
2025-04-01,51.0625,-10.062495,2.6306162,S999,Open Water,0.05,low,0,copernicus_satellite,15.842804546533284,1.7991806955752527,35.43149275738258
2025-04-01,51.0625,-10.020828,2.4645214,S999,Open Water,0.05,low,0,copernicus_satellite,12.617068788091442,1.339717533561562,34.16410418080938
2025-04-01,51.0625,-9.979161,2.0158665,S999,Open Water,0.05,low,0,copernicus_satellite,12.566034443151025,2.6212193506548305,33.65306127393826
2025-04-01,51.0625,-9.937495,2.0862963,S999,Open Water,0.05,low,0,copernicus_satellite,13.029711067192622,2.8513902359104426,33.37808574866245
2025-04-01,51.0625,-9.895828,2.0799658,S999,Open Water,0.05,low,0,copernicus_satellite,15.708445613988783,4.089977968417402,34.502115129594976
2025-04-01,51.0625,-9.854161,1.9812353,S999,Open Water,0.05,low,0,copernicus_satellite,15.076789490439568,2.337119977436231,33.4227666579553
2025-04-01,51.0625,-9.812495,1.7941191,S999,Open Water,0.05,low,0,copernicus_satellite,17.475738869764378,2.973737923968276,35.163885744850916
2025-04-01,51.0625,-9.770828,1.7069007,S999,Open Water,0.05,low,0,copernicus_satellite,14.1298764029949,0.8273804873484818,33.5671161062002
2025-04-01,51.0625,-9.729161,1.5590245,S999,Open Water,0.05,low,0,copernicus_satellite,14.837122773985978,5.518578821881222,33.89373005289778
2025-04-01,51.0625,-9.687495,1.6242311,S999,Open Water,0.05,low,0,copernicus_satellite,11.581962513358466,3.6535478123260603,34.19621003571348
2025-04-01,51.0625,-9.645828,1.816643,S999,Open Water,0.05,low,0,copernicus_satellite,17.14203202613694,1.5125683334291062,32.4783494615496
2025-04-01,51.0625,-9.604161,1.7167037,S999,Open Water,0.05,low,0,copernicus_satellite,13.520713267553127,3.843554835640317,34.55225657185242
2025-04-01,51.0625,-9.562495,1.7247078,S999,Open Water,0.05,low,0,copernicus_satellite,16.516944965978457,4.142790203379079,35.26448390512344
2025-04-01,51.0625,-9.520828,1.8197244,S007,Roaringwater Bay,0.05,low,0,copernicus_satellite,11.390625791077701,3.6999974105800915,35.01537213965706
2025-04-01,51.0625,-9.479161,2.0219848,S007,Roaringwater Bay,0.05,low,0,copernicus_satellite,13.926599538654077,1.6943875361515142,32.81541250712445
2025-04-01,51.0625,-9.437495,2.2746253,S007,Roaringwater Bay,0.05,low,0,copernicus_satellite,12.4538174632719,3.2725574951198393,32.77592896036057
2025-04-01,51.0625,-9.395828,2.6224015,S007,Roaringwater Bay,0.05,low,0,copernicus_satellite,13.489167556274262,2.12612915481989,32.990522684148424
2025-04-01,51.0625,-9.354161,2.7206542,S007,Roaringwater Bay,0.05,low,0,copernicus_satellite,13.900598103315426,5.045381275854312,35.141337057227695
2025-04-01,51.0625,-9.312495,2.4566426,S007,Roaringwater Bay,0.05,low,0,copernicus_satellite,15.361001832053361,1.5326697742057522,33.57467000756429
2025-04-01,51.0625,-9.270828,2.3084621,S007,Roaringwater Bay,0.05,low,0,copernicus_satellite,12.025805106369784,3.896809783702258,33.0736400053658
2025-04-01,51.0625,-9.229161,2.2061048,S007,Roaringwater Bay,0.05,low,0,copernicus_satellite,13.949633756745579,3.6282590558567245,34.135822803962235
2025-04-01,51.0625,-9.187495,2.1878743,S999,Open Water,0.05,low,0,copernicus_satellite,17.864349146488955,1.4483662469849077,35.24045989111088
2025-04-01,51.0625,-9.145828,2.1391573,S999,Open Water,0.05,low,0,copernicus_satellite,13.657810723540662,3.6577949350922276,35.45794698904088
2025-04-01,51.0625,-9.104161,2.0774987,S999,Open Water,0.05,low,0,copernicus_satellite,14.013457993435122,2.518064621412342,33.384347318880295
2025-04-01,51.0625,-9.062495,1.7764311,S999,Open Water,0.05,low,0,copernicus_satellite,12.71208793650547,1.529305805743988,36.19533083476144
2025-04-01,51.0625,-9.020828,1.5429158,S999,Open Water,0.05,low,0,copernicus_satellite,15.631340946068887,3.31755894125036,34.337025834405516
2025-04-01,51.0625,-8.979161,1.2523134,S999,Open Water,0.05,low,0,copernicus_satellite,14.754604167220315,2.648366655357547,33.612025688608604
2025-04-01,51.0625,-8.937495,1.1535904,S999,Open Water,0.05,low,0,copernicus_satellite,15.235155286804897,3.047028565341436,33.879654889162836
2025-04-01,51.0625,-8.895828,1.1229143,S999,Open Water,0.05,low,0,copernicus_satellite,17.692945671797123,4.406119436893547,34.00437818588694
2025-04-01,51.0625,-8.854161,1.2112472,S999,Open Water,0.05,low,0,copernicus_satellite,13.45666247698566,3.6845021686338773,34.020421096815916
2025-04-01,51.0625,-8.812495,1.2965845,S999,Open Water,0.05,low,0,copernicus_satellite,15.176887966367673,4.162072155504245,32.187554539626746
2025-04-01,51.0625,-8.770828,1.3457947,S999,Open Water,0.05,low,0,copernicus_satellite,17.066996779250438,3.863427768466838,34.79685990308636
2025-04-01,51.0625,-8.729161,0.94855213,S999,Open Water,0.05,low,0,copernicus_satellite,14.878709526007393,2.933400345315656,33.678321965687694
